total_applications,total_installations,total_inspections,total_subsidy_redeemed,conversion_rate_app_to_install,conversion_rate_app_to_subsidy,conversion_rate_install_to_inspection,top_state_by_applications,top_state_applications_count,top_state_by_installations,top_state_installations_count,total_states,total_districts,total_discoms,total_subsidy_released,subsidy_per_installation,subsidy_utilization_rate,vendor_selection_approval_rate,feasibility_approval_rate,inspection_approval_rate,pending_vendor_selection,pending_feasibility,pending_inspection,total_capacity_installed_kw,residential_percentage,rwa_percentage,installations_upto_10kw,installations_above_10kw,average_system_size_kw
6021454,2329586,2267868,172985914558.0,38.688097592375534,36.56316231926707,97.3506880621707,ANDHRA PRADESH,1324472,GUJARAT,553394,36,792,84,165646703053.0,74256.07578256394,104.43064146145534,61.41275727361093,99.47049377899941,96.50219734086986,0,22904,61775,8555149.255,99.45277830481467,0.5472216951853247,2319084,10550,3.6723903968344596
