state,district,applications,installations,inspection_approved,subsidy_released,subsidy_redeemed,conversion_rate_pct
UTTAR PRADESH,Budaun,4973.0,1158.0,1043.0,935.0,999.0,23.285743012266238
UTTAR PRADESH,Bulandshahr,8709.0,1937.0,1850.0,1742.0,1798.0,22.24135951314732
UTTAR PRADESH,CHANDAULI,6750.0,2629.0,2470.0,2243.0,2399.0,38.94814814814815
UTTAR PRADESH,Chitrakoot,2711.0,895.0,831.0,737.0,794.0,33.013648100331984
UTTAR PRADESH,Deoria,16671.0,1443.0,1372.0,1318.0,1363.0,8.655749505128666
UTTAR PRADESH,Etah,2753.0,1322.0,1279.0,1206.0,1242.0,48.0203414456956
UTTAR PRADESH,Etawah,8265.0,3584.0,3548.0,3371.0,3468.0,43.36358136721113
UTTAR PRADESH,Farrukhabad,9296.0,2922.0,2763.0,2564.0,2673.0,31.4328743545611
UTTAR PRADESH,Fatehpur,5728.0,2378.0,2283.0,2119.0,2226.0,41.51536312849162
UTTAR PRADESH,Firozabad,20356.0,3425.0,3286.0,3038.0,3192.0,16.825505993318924
UTTAR PRADESH,Gautam Buddha Nagar,5491.0,2262.0,2231.0,2146.0,2187.0,41.19468220724822
UTTAR PRADESH,Ghaziabad,24858.0,4916.0,4780.0,4601.0,4708.0,19.776329551854534
UTTAR PRADESH,Ghazipur,7128.0,2216.0,2161.0,2043.0,2130.0,31.088664421997752
UTTAR PRADESH,Gonda,4453.0,1408.0,1322.0,1243.0,1289.0,31.61913316865035
UTTAR PRADESH,Gorakhpur,35895.0,7455.0,7279.0,6917.0,7140.0,20.76890931884664
UTTAR PRADESH,Hamirpur,3876.0,1498.0,1433.0,1369.0,1409.0,38.64809081527348
UTTAR PRADESH,HAPUR,5283.0,1695.0,1621.0,1501.0,1554.0,32.084043157296996
UTTAR PRADESH,Hardoi,21957.0,3348.0,3214.0,3069.0,3157.0,15.247984697363028
UTTAR PRADESH,Hathras,3486.0,1641.0,1607.0,1496.0,1567.0,47.07401032702238
UTTAR PRADESH,Jalaun,6105.0,2247.0,2188.0,2044.0,2151.0,36.8058968058968
UTTAR PRADESH,Jaunpur,8440.0,2108.0,2013.0,1704.0,1893.0,24.976303317535546
UTTAR PRADESH,Jhansi,14492.0,9644.0,9410.0,8822.0,9167.0,66.54706044714325
UTTAR PRADESH,Kannauj,7197.0,1221.0,1175.0,1084.0,1151.0,16.965402250937892
UTTAR PRADESH,Kanpur Dehat,6138.0,498.0,435.0,421.0,427.0,8.113391984359726
UTTAR PRADESH,Kanpur Nagar,36773.0,22496.0,20951.0,19952.0,20415.0,61.175318848067874
UTTAR PRADESH,Kasganj,1980.0,833.0,810.0,743.0,786.0,42.07070707070707
UTTAR PRADESH,Kaushambi,7926.0,1100.0,1043.0,907.0,976.0,13.878374968458237
UTTAR PRADESH,Kheri,21385.0,4238.0,4059.0,3828.0,3972.0,19.817629179331306
UTTAR PRADESH,Kushinagar,52483.0,813.0,748.0,640.0,703.0,1.5490730331726463
UTTAR PRADESH,Lalitpur,3980.0,2843.0,2802.0,2717.0,2780.0,71.4321608040201
UTTAR PRADESH,Lucknow,98923.0,72547.0,71451.0,66863.0,69742.0,73.33683774248658
UTTAR PRADESH,Mahoba,2071.0,1042.0,964.0,887.0,946.0,50.31385803959439
UTTAR PRADESH,Mahrajganj,25869.0,1473.0,1360.0,1137.0,1290.0,5.69407398817117
UTTAR PRADESH,Mainpuri,13197.0,1585.0,1543.0,1425.0,1508.0,12.010305372433129
UTTAR PRADESH,Mathura,22024.0,3475.0,3326.0,3008.0,3213.0,15.778241917907737
UTTAR PRADESH,MAU,6131.0,1587.0,1551.0,1355.0,1509.0,25.884847496330128
UTTAR PRADESH,Meerut,13736.0,6618.0,6425.0,6009.0,6301.0,48.17996505532906
UTTAR PRADESH,Mirzapur,13594.0,3947.0,3868.0,3423.0,3756.0,29.034868324260703
UTTAR PRADESH,Moradabad,20345.0,3431.0,3336.0,3001.0,3233.0,16.864094372081592
UTTAR PRADESH,Muzaffarnagar,14735.0,7340.0,7013.0,6342.0,6761.0,49.8133695283339
UTTAR PRADESH,Pilibhit,9904.0,4034.0,3931.0,3494.0,3796.0,40.73101777059774
UTTAR PRADESH,Pratapgarh,6284.0,2346.0,2216.0,1866.0,2091.0,37.33290897517505
UTTAR PRADESH,PRAYAGRAJ,27145.0,12154.0,11863.0,11043.0,11533.0,44.77435991895376
UTTAR PRADESH,Rae Bareli,60161.0,10305.0,9999.0,9193.0,9814.0,17.129037083825068
UTTAR PRADESH,Rampur,20745.0,4146.0,4029.0,3641.0,3925.0,19.985538684020245
UTTAR PRADESH,Saharanpur,14329.0,5558.0,5377.0,4748.0,5171.0,38.78847093307279
UTTAR PRADESH,SAMBHAL,10626.0,1479.0,1440.0,1298.0,1381.0,13.918690005646528
UTTAR PRADESH,Sant Kabir Nagar,3628.0,594.0,559.0,502.0,541.0,16.37265711135612
UTTAR PRADESH,Shahjahanpur,26662.0,5860.0,5599.0,4841.0,5320.0,21.978846298102166
UTTAR PRADESH,SHAMLI,5547.0,2380.0,2312.0,2059.0,2220.0,42.90607535604831
UTTAR PRADESH,Shrawasti,1910.0,654.0,627.0,523.0,570.0,34.24083769633508
UTTAR PRADESH,Siddharthnagar,5498.0,1235.0,1196.0,1087.0,1169.0,22.462713714077847
UTTAR PRADESH,Sitapur,23433.0,6202.0,5908.0,5453.0,5746.0,26.466948320744248
UTTAR PRADESH,SONBHADRA,6321.0,1820.0,1801.0,1572.0,1738.0,28.792912513842744
UTTAR PRADESH,Sultanpur,5460.0,2472.0,2422.0,2213.0,2363.0,45.27472527472528
UTTAR PRADESH,Unnao,24164.0,5956.0,5791.0,5305.0,5620.0,24.64823704684655
UTTAR PRADESH,Varanasi,65369.0,30225.0,29905.0,27932.0,29372.0,46.23751319432758
WEST BENGAL,Alipurduar,87.0,4.0,0.0,0.0,0.0,4.597701149425287
WEST BENGAL,Bankura,404.0,16.0,0.0,0.0,0.0,3.9603960396039604
WEST BENGAL,Birbhum,416.0,51.0,0.0,0.0,0.0,12.259615384615383
WEST BENGAL,Cooch Behar,200.0,0.0,0.0,0.0,0.0,0.0
WEST BENGAL,Dakshin Dinajpur,145.0,9.0,0.0,0.0,0.0,6.206896551724138
WEST BENGAL,DARJEELING,134.0,8.0,0.0,0.0,0.0,5.970149253731343
WEST BENGAL,HOOGHLY,1013.0,111.0,11.0,11.0,11.0,10.957551826258637
WEST BENGAL,Howrah,391.0,43.0,15.0,15.0,15.0,10.997442455242968
WEST BENGAL,Jalpaiguri,190.0,18.0,0.0,0.0,0.0,9.473684210526317
WEST BENGAL,Jhargram,90.0,6.0,0.0,0.0,0.0,6.666666666666667
WEST BENGAL,KALIMPONG,24.0,0.0,0.0,0.0,0.0,0.0
WEST BENGAL,Kolkata,1391.0,471.0,412.0,354.0,401.0,33.86053199137311
WEST BENGAL,Malda,352.0,4.0,0.0,0.0,0.0,1.1363636363636365
WEST BENGAL,Murshidabad,500.0,27.0,0.0,0.0,0.0,5.4
WEST BENGAL,Nadia,664.0,32.0,0.0,0.0,0.0,4.819277108433735
WEST BENGAL,North 24 Parganas,1522.0,113.0,14.0,14.0,14.0,7.424441524310119
WEST BENGAL,PASCHIM BARDHAMAN,510.0,36.0,0.0,0.0,0.0,7.0588235294117645
WEST BENGAL,Paschim Medinipur,874.0,61.0,0.0,0.0,0.0,6.979405034324943
WEST BENGAL,PURBA BARDHAMAN,750.0,52.0,0.0,0.0,0.0,6.933333333333333
WEST BENGAL,Purba Medinipur,1440.0,42.0,0.0,0.0,0.0,2.9166666666666665
WEST BENGAL,Purulia,193.0,7.0,0.0,0.0,0.0,3.6269430051813467
WEST BENGAL,South 24 Parganas,957.0,62.0,5.0,5.0,5.0,6.478578892371996
WEST BENGAL,Uttar Dinajpur,318.0,68.0,0.0,0.0,0.0,21.38364779874214
