#,state,district,application_status,vendor_selected,vendor_selection_pending_gt_180_days,feasibility_approved,feasibility_rejected,feasibility_pending,residential_installation,rwa_installation,no_of_houses,upto_10_kw,above_10_kw,installation,installation_against_loan,inspection_approved,inspection_rejected,inspection_pending,total_redeem,total_redeem_amt,total_released,total_released_amt,applications_submitted_for_loan,applications_where_loan_sanction_is_pending,applications_in_which_loan_is_sanctioned,applications_where_loan_is_disbursed,applications_where_loan_is_rejected,active_vendor
98.0,BIHAR,Bhagalpur,2370.0,1712.0,509.0,2345.0,4.0,4.0,806.0,0.0,0.0,805.0,1.0,806.0,387.0,782.0,2.0,18.0,772.0,59646600.0,742.0,57322800.0,925.0,68.0,480.0,399.0,377.0,98.0
99.0,BIHAR,Bhojpur,1155.0,777.0,283.0,1127.0,6.0,0.0,253.0,0.0,0.0,253.0,0.0,253.0,146.0,250.0,0.0,2.0,243.0,18826950.0,226.0,17500950.0,440.0,42.0,216.0,175.0,182.0,80.0
100.0,BIHAR,Buxar,639.0,379.0,187.0,631.0,1.0,3.0,89.0,0.0,0.0,89.0,0.0,89.0,35.0,84.0,0.0,2.0,82.0,6381240.0,81.0,6303240.0,192.0,33.0,64.0,46.0,95.0,29.0
101.0,BIHAR,Darbhanga,1609.0,814.0,685.0,1560.0,15.0,12.0,292.0,0.0,0.0,290.0,2.0,292.0,114.0,277.0,5.0,7.0,276.0,21212910.0,263.0,20218350.0,338.0,28.0,156.0,121.0,154.0,49.0
102.0,BIHAR,Gaya,1995.0,1526.0,337.0,1951.0,0.0,35.0,642.0,0.0,0.0,633.0,9.0,642.0,324.0,625.0,1.0,8.0,614.0,47254590.0,595.0,45788790.0,866.0,59.0,440.0,355.0,367.0,63.0
103.0,BIHAR,Gopalganj,831.0,401.0,335.0,805.0,1.0,21.0,87.0,0.0,0.0,87.0,0.0,87.0,32.0,81.0,1.0,3.0,78.0,6055560.0,73.0,5665560.0,168.0,16.0,54.0,31.0,98.0,25.0
104.0,BIHAR,Jamui,535.0,341.0,143.0,507.0,0.0,19.0,74.0,0.0,0.0,73.0,1.0,74.0,38.0,73.0,0.0,1.0,70.0,5155380.0,66.0,4845180.0,191.0,27.0,59.0,39.0,105.0,52.0
105.0,BIHAR,Jehanabad,352.0,240.0,75.0,342.0,2.0,1.0,91.0,0.0,0.0,89.0,2.0,91.0,41.0,86.0,1.0,4.0,84.0,6503490.0,80.0,6191490.0,121.0,10.0,53.0,43.0,58.0,32.0
106.0,BIHAR,Kaimur Bhabua,2519.0,321.0,2139.0,2509.0,0.0,3.0,103.0,0.0,0.0,103.0,0.0,103.0,48.0,99.0,1.0,3.0,96.0,7483050.0,87.0,6781050.0,167.0,22.0,81.0,59.0,64.0,19.0
107.0,BIHAR,Katihar,713.0,362.0,283.0,688.0,1.0,6.0,66.0,0.0,0.0,65.0,1.0,66.0,28.0,64.0,0.0,2.0,60.0,4446600.0,56.0,4134600.0,173.0,10.0,55.0,28.0,108.0,50.0
108.0,BIHAR,Khagaria,691.0,427.0,190.0,678.0,0.0,11.0,91.0,0.0,0.0,91.0,0.0,91.0,59.0,87.0,0.0,2.0,85.0,6388080.0,83.0,6243960.0,221.0,16.0,83.0,66.0,122.0,54.0
109.0,BIHAR,Kishanganj,352.0,220.0,102.0,345.0,5.0,2.0,46.0,0.0,0.0,46.0,0.0,46.0,22.0,45.0,1.0,0.0,43.0,3339600.0,42.0,3261600.0,93.0,1.0,39.0,23.0,53.0,15.0
110.0,BIHAR,Lakhisarai,414.0,253.0,135.0,403.0,2.0,4.0,51.0,0.0,0.0,51.0,0.0,51.0,30.0,49.0,0.0,1.0,49.0,3737880.0,45.0,3425880.0,139.0,15.0,51.0,34.0,73.0,46.0
111.0,BIHAR,Madhepura,921.0,334.0,500.0,877.0,2.0,28.0,76.0,0.0,0.0,76.0,0.0,76.0,44.0,68.0,0.0,5.0,63.0,4823040.0,56.0,4277040.0,162.0,14.0,65.0,55.0,83.0,52.0
112.0,BIHAR,Madhubani,1277.0,643.0,512.0,1228.0,3.0,36.0,112.0,0.0,0.0,112.0,0.0,112.0,49.0,109.0,1.0,2.0,106.0,8071620.0,105.0,7993620.0,238.0,16.0,96.0,50.0,126.0,84.0
113.0,BIHAR,Munger,700.0,533.0,121.0,688.0,0.0,8.0,206.0,0.0,0.0,206.0,0.0,206.0,120.0,192.0,0.0,8.0,190.0,14650200.0,185.0,14287920.0,341.0,34.0,152.0,118.0,155.0,76.0
114.0,BIHAR,Muzaffarpur,3583.0,2498.0,824.0,3507.0,17.0,23.0,914.0,1.0,1.0,909.0,6.0,915.0,434.0,883.0,3.0,17.0,867.0,66797880.0,832.0,64138320.0,1378.0,76.0,576.0,452.0,726.0,210.0
115.0,BIHAR,Nalanda,2181.0,1796.0,273.0,2155.0,4.0,1.0,981.0,1.0,16.0,980.0,2.0,982.0,322.0,959.0,8.0,4.0,948.0,72983430.0,915.0,70421580.0,775.0,62.0,430.0,365.0,283.0,180.0
116.0,BIHAR,Nawada,1041.0,717.0,237.0,1026.0,0.0,1.0,257.0,0.0,0.0,255.0,2.0,257.0,135.0,251.0,0.0,4.0,248.0,19188840.0,223.0,17253240.0,449.0,49.0,193.0,142.0,207.0,40.0
117.0,BIHAR,Pashchim Champaran,2369.0,1856.0,368.0,2321.0,2.0,29.0,276.0,1.0,5.0,274.0,3.0,277.0,150.0,264.0,1.0,11.0,258.0,19818000.0,238.0,18276600.0,936.0,186.0,224.0,168.0,526.0,92.0
118.0,BIHAR,Patna,10740.0,9723.0,692.0,10693.0,11.0,20.0,6227.0,4.0,282.0,6194.0,37.0,6231.0,2801.0,6078.0,20.0,92.0,6001.0,465217980.0,5766.0,446977890.0,5103.0,325.0,3179.0,2805.0,1599.0,542.0
119.0,BIHAR,PURBI CHAMPARAN,2093.0,1473.0,448.0,2037.0,1.0,25.0,340.0,1.0,2.0,340.0,1.0,341.0,200.0,329.0,3.0,8.0,324.0,24924720.0,316.0,24339120.0,869.0,66.0,295.0,224.0,508.0,63.0
120.0,BIHAR,Purnia,1448.0,691.0,629.0,1428.0,1.0,3.0,182.0,0.0,0.0,182.0,0.0,182.0,109.0,172.0,1.0,7.0,167.0,12796860.0,162.0,12406860.0,372.0,22.0,160.0,125.0,190.0,42.0
121.0,BIHAR,Rohtas,1271.0,830.0,222.0,1246.0,5.0,15.0,261.0,1.0,300.0,262.0,0.0,262.0,126.0,251.0,4.0,5.0,248.0,19243920.0,235.0,18242160.0,427.0,29.0,181.0,129.0,217.0,98.0
122.0,BIHAR,Saharsa,563.0,342.0,165.0,547.0,1.0,8.0,75.0,0.0,0.0,75.0,0.0,75.0,45.0,71.0,0.0,3.0,69.0,5291640.0,66.0,5057640.0,187.0,12.0,68.0,53.0,107.0,28.0
123.0,BIHAR,Samastipur,3926.0,1649.0,2059.0,3877.0,1.0,35.0,533.0,0.0,0.0,533.0,0.0,533.0,281.0,516.0,0.0,10.0,511.0,39273900.0,494.0,37962300.0,966.0,91.0,364.0,271.0,511.0,154.0
124.0,BIHAR,Saran,1631.0,1109.0,357.0,1590.0,2.0,34.0,246.0,0.0,0.0,244.0,2.0,246.0,116.0,237.0,0.0,5.0,233.0,17894910.0,222.0,17042310.0,579.0,42.0,198.0,141.0,339.0,114.0
125.0,BIHAR,Sheikhpura,289.0,202.0,70.0,282.0,0.0,6.0,56.0,0.0,0.0,56.0,0.0,56.0,26.0,56.0,0.0,0.0,56.0,4337760.0,55.0,4259760.0,114.0,13.0,44.0,28.0,57.0,30.0
126.0,BIHAR,Sheohar,224.0,151.0,67.0,218.0,0.0,6.0,27.0,0.0,0.0,27.0,0.0,27.0,18.0,27.0,0.0,0.0,27.0,2091600.0,26.0,2028000.0,84.0,1.0,27.0,19.0,56.0,20.0
127.0,BIHAR,Sitamarhi,1911.0,1425.0,363.0,1836.0,1.0,62.0,461.0,1.0,52.0,462.0,0.0,462.0,334.0,444.0,1.0,11.0,438.0,33797970.0,409.0,31435770.0,888.0,26.0,404.0,341.0,458.0,54.0
128.0,BIHAR,Siwan,964.0,518.0,293.0,911.0,1.0,49.0,96.0,0.0,0.0,96.0,0.0,96.0,54.0,91.0,3.0,2.0,89.0,6808830.0,82.0,6275160.0,218.0,14.0,80.0,54.0,124.0,66.0
129.0,BIHAR,Supaul,857.0,599.0,196.0,836.0,2.0,18.0,125.0,0.0,0.0,125.0,0.0,125.0,75.0,119.0,0.0,3.0,113.0,8478540.0,107.0,8010540.0,285.0,13.0,96.0,81.0,176.0,29.0
130.0,BIHAR,Vaishali,2421.0,1856.0,395.0,2377.0,5.0,29.0,523.0,0.0,0.0,523.0,0.0,523.0,303.0,506.0,0.0,12.0,501.0,38342130.0,487.0,37250130.0,1115.0,61.0,376.0,294.0,678.0,196.0
131.0,CHANDIGARH,Chandigarh,1553.0,1263.0,217.0,1551.0,1.0,1.0,1037.0,0.0,0.0,1017.0,20.0,1037.0,6.0,853.0,1.0,87.0,815.0,62309040.0,769.0,58789890.0,51.0,4.0,30.0,11.0,17.0,70.0
132.0,CHHATTISGARH,BALOD,2715.0,1713.0,680.0,2704.0,0.0,2.0,617.0,0.0,0.0,615.0,2.0,617.0,417.0,538.0,0.0,60.0,493.0,38123310.0,390.0,30136830.0,1187.0,256.0,626.0,439.0,305.0,92.0
133.0,CHHATTISGARH,Balodabazar-Bhatapara,10475.0,5351.0,356.0,10460.0,4.0,0.0,1940.0,0.0,0.0,1931.0,9.0,1940.0,1552.0,1772.0,0.0,146.0,1626.0,126356880.0,1279.0,99323010.0,4011.0,778.0,2301.0,1734.0,932.0,111.0
134.0,CHHATTISGARH,Balrampur-Ramanujganj,535.0,437.0,40.0,528.0,0.0,0.0,107.0,0.0,0.0,107.0,0.0,107.0,65.0,81.0,0.0,16.0,72.0,5576040.0,47.0,3626040.0,238.0,64.0,98.0,66.0,76.0,23.0
135.0,CHHATTISGARH,Bastar,3346.0,1488.0,35.0,3291.0,0.0,55.0,347.0,0.0,0.0,346.0,1.0,347.0,212.0,299.0,1.0,29.0,258.0,19836570.0,198.0,15271710.0,906.0,152.0,370.0,263.0,384.0,37.0
136.0,CHHATTISGARH,BEMETARA,6659.0,2154.0,590.0,6654.0,0.0,0.0,587.0,0.0,0.0,587.0,0.0,587.0,460.0,489.0,0.0,76.0,443.0,33773100.0,332.0,25191300.0,1177.0,171.0,698.0,410.0,308.0,81.0
137.0,CHHATTISGARH,Bijapur,212.0,97.0,14.0,212.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,16.0,3.0,16.0,0.0,0.0,15.0,1155600.0,13.0,1014000.0,36.0,7.0,15.0,6.0,14.0,3.0
138.0,CHHATTISGARH,Bilaspur,6209.0,5049.0,245.0,6150.0,15.0,4.0,2141.0,1.0,2.0,2114.0,28.0,2142.0,1048.0,1887.0,2.0,207.0,1681.0,130172460.0,1419.0,109825020.0,2793.0,531.0,1483.0,1092.0,779.0,149.0
139.0,CHHATTISGARH,Dakshin Bastar Dantewada,958.0,135.0,0.0,957.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,12.0,16.0,9.0,24.0,1.0
140.0,CHHATTISGARH,Dantewada,121.0,51.0,4.0,121.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,12.0,16.0,0.0,2.0,11.0,842520.0,8.0,608520.0,25.0,1.0,16.0,12.0,8.0,8.0
141.0,CHHATTISGARH,Dhamtari,5982.0,4089.0,1397.0,5598.0,362.0,1.0,1547.0,0.0,0.0,1543.0,4.0,1547.0,1079.0,1462.0,0.0,63.0,1298.0,100197300.0,1018.0,78510210.0,2589.0,428.0,1515.0,992.0,646.0,142.0
142.0,CHHATTISGARH,Durg,10319.0,8355.0,1208.0,10303.0,1.0,6.0,4691.0,6.0,885.0,4667.0,30.0,4697.0,2644.0,4363.0,13.0,246.0,4051.0,315104550.0,3444.0,267939480.0,4928.0,651.0,3328.0,2761.0,949.0,540.0
143.0,CHHATTISGARH,GARIYABAND,3067.0,2357.0,652.0,3057.0,4.0,3.0,759.0,1.0,211.0,759.0,1.0,760.0,655.0,641.0,0.0,85.0,557.0,43224540.0,428.0,33211320.0,1882.0,348.0,952.0,694.0,582.0,146.0
144.0,CHHATTISGARH,Gaurella Pendra Marwahi,971.0,726.0,52.0,967.0,1.0,3.0,44.0,0.0,0.0,44.0,0.0,44.0,23.0,40.0,0.0,4.0,37.0,2829840.0,31.0,2376600.0,197.0,66.0,52.0,32.0,79.0,16.0
145.0,CHHATTISGARH,Janjgir Champa,2949.0,2667.0,89.0,2930.0,1.0,2.0,1073.0,0.0,0.0,1064.0,9.0,1073.0,634.0,969.0,0.0,58.0,866.0,67290060.0,648.0,50293260.0,1762.0,317.0,913.0,635.0,532.0,110.0
146.0,CHHATTISGARH,Jashpur,1387.0,1213.0,80.0,1367.0,0.0,7.0,177.0,0.0,0.0,176.0,1.0,177.0,113.0,135.0,0.0,41.0,116.0,8904450.0,83.0,6344850.0,677.0,172.0,203.0,138.0,302.0,27.0
147.0,CHHATTISGARH,Kabeerdham,1501.0,874.0,161.0,1497.0,0.0,2.0,129.0,0.0,0.0,128.0,1.0,129.0,99.0,97.0,0.0,30.0,73.0,5691480.0,60.0,4677480.0,423.0,111.0,201.0,126.0,111.0,45.0
148.0,CHHATTISGARH,Kanker,587.0,465.0,108.0,582.0,2.0,0.0,300.0,0.0,0.0,299.0,1.0,300.0,224.0,223.0,0.0,57.0,187.0,14496330.0,138.0,10687650.0,343.0,15.0,276.0,224.0,52.0,55.0
149.0,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI,1493.0,755.0,220.0,1487.0,2.0,0.0,154.0,0.0,0.0,153.0,1.0,154.0,108.0,127.0,0.0,26.0,116.0,9013800.0,85.0,6595800.0,371.0,59.0,223.0,85.0,89.0,34.0
150.0,CHHATTISGARH,KONDAGAON,3704.0,3200.0,338.0,3701.0,1.0,0.0,597.0,0.0,0.0,597.0,0.0,597.0,513.0,543.0,1.0,35.0,440.0,34204440.0,382.0,29694840.0,2364.0,333.0,1071.0,576.0,960.0,31.0
151.0,CHHATTISGARH,Korba,4615.0,2453.0,206.0,4539.0,1.0,20.0,842.0,0.0,0.0,841.0,1.0,842.0,418.0,763.0,0.0,55.0,677.0,52333860.0,557.0,43015260.0,1199.0,196.0,611.0,475.0,392.0,69.0
152.0,CHHATTISGARH,Korea,683.0,609.0,30.0,678.0,1.0,1.0,109.0,0.0,0.0,109.0,0.0,109.0,81.0,100.0,0.0,9.0,83.0,6461400.0,62.0,4823400.0,324.0,98.0,131.0,69.0,95.0,21.0
153.0,CHHATTISGARH,Mahasamund,6680.0,6159.0,392.0,6669.0,1.0,6.0,2237.0,0.0,0.0,2225.0,12.0,2237.0,1756.0,1964.0,0.0,174.0,1831.0,141926340.0,1587.0,122948340.0,4698.0,568.0,2342.0,1869.0,1788.0,111.0
154.0,CHHATTISGARH,MANENDRAGARH CHIRIMIRI BHARATPUR,306.0,161.0,109.0,300.0,1.0,1.0,56.0,0.0,0.0,56.0,0.0,56.0,42.0,48.0,0.0,8.0,36.0,2795760.0,29.0,2249760.0,106.0,23.0,61.0,46.0,22.0,12.0
155.0,CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI,3076.0,2302.0,656.0,3074.0,1.0,0.0,83.0,0.0,0.0,83.0,0.0,83.0,51.0,80.0,0.0,3.0,69.0,5336550.0,39.0,2996550.0,186.0,30.0,87.0,42.0,69.0,26.0
156.0,CHHATTISGARH,MUNGELI,13725.0,1237.0,88.0,13697.0,1.0,4.0,189.0,0.0,0.0,189.0,0.0,189.0,140.0,153.0,1.0,23.0,130.0,10066740.0,93.0,7195140.0,674.0,202.0,258.0,159.0,214.0,39.0
157.0,CHHATTISGARH,Narayanpur,399.0,335.0,12.0,399.0,0.0,0.0,77.0,0.0,0.0,77.0,0.0,77.0,58.0,58.0,0.0,3.0,55.0,4242120.0,44.0,3384120.0,223.0,27.0,119.0,82.0,77.0,16.0
158.0,CHHATTISGARH,Raigarh,4430.0,3439.0,379.0,4413.0,1.0,4.0,1363.0,0.0,0.0,1355.0,8.0,1363.0,1013.0,1219.0,0.0,117.0,1168.0,90867840.0,1004.0,78077190.0,2524.0,547.0,1420.0,1096.0,557.0,72.0
159.0,CHHATTISGARH,Raipur,19068.0,13959.0,1766.0,18997.0,2.0,61.0,7184.0,5.0,1101.0,7086.0,103.0,7189.0,4094.0,6641.0,29.0,300.0,5806.0,451770810.0,5059.0,393444990.0,8856.0,1335.0,5521.0,4154.0,2000.0,325.0
160.0,CHHATTISGARH,Rajnandgaon,7995.0,3288.0,4389.0,7973.0,11.0,0.0,1227.0,0.0,0.0,1218.0,9.0,1227.0,761.0,1168.0,0.0,52.0,995.0,77238810.0,830.0,64411290.0,1972.0,298.0,1202.0,643.0,472.0,109.0
161.0,CHHATTISGARH,SAKTI,752.0,647.0,43.0,741.0,2.0,0.0,297.0,0.0,0.0,293.0,4.0,297.0,162.0,271.0,0.0,19.0,252.0,19522800.0,220.0,17039400.0,389.0,56.0,226.0,164.0,107.0,57.0
162.0,CHHATTISGARH,SARANGARH BILAIGARH,9140.0,2303.0,66.0,9093.0,0.0,46.0,626.0,0.0,0.0,623.0,3.0,626.0,537.0,546.0,0.0,49.0,492.0,38265570.0,384.0,29890530.0,1594.0,324.0,811.0,630.0,459.0,61.0
163.0,CHHATTISGARH,Sukma,240.0,192.0,16.0,237.0,0.0,3.0,34.0,0.0,0.0,34.0,0.0,34.0,33.0,22.0,0.0,11.0,20.0,1560000.0,13.0,1014000.0,151.0,20.0,60.0,35.0,71.0,5.0
164.0,CHHATTISGARH,SURAJPUR,1025.0,486.0,454.0,921.0,1.0,7.0,105.0,0.0,0.0,105.0,0.0,105.0,41.0,91.0,0.0,14.0,83.0,6373620.0,65.0,4969620.0,250.0,65.0,82.0,43.0,103.0,27.0
165.0,CHHATTISGARH,Surguja,1694.0,1445.0,87.0,1686.0,0.0,7.0,567.0,0.0,0.0,563.0,4.0,567.0,210.0,518.0,0.0,41.0,484.0,37653450.0,418.0,32505450.0,713.0,173.0,314.0,174.0,226.0,41.0
166.0,CHHATTISGARH,Uttar Bastar Kanker,1755.0,1698.0,7.0,1755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.0,400.0,261.0,110.0,618.0,0.0
167.0,GOA,NORTH GOA,1449.0,1265.0,102.0,1430.0,1.0,7.0,733.0,6.0,195.0,615.0,124.0,739.0,149.0,637.0,0.0,86.0,614.0,49311030.0,569.0,45816150.0,350.0,39.0,216.0,170.0,95.0,43.0
168.0,GOA,SOUTH GOA,1541.0,1400.0,78.0,1520.0,1.0,18.0,930.0,4.0,168.0,752.0,182.0,934.0,113.0,838.0,1.0,92.0,816.0,64750920.0,769.0,60093960.0,278.0,50.0,147.0,128.0,81.0,50.0
169.0,GUJARAT,Ahmedabad,78354.0,76352.0,763.0,78244.0,0.0,30.0,63226.0,2498.0,90275.0,65193.0,531.0,65724.0,2313.0,65023.0,12.0,376.0,64613.0,5157841716.0,63290.0,5050470096.0,5253.0,613.0,2747.0,2395.0,1893.0,4872.0
170.0,GUJARAT,Amreli,16259.0,16020.0,56.0,16253.0,2.0,3.0,14302.0,5.0,616.0,14304.0,3.0,14307.0,1665.0,14024.0,1.0,206.0,13922.0,1079462190.0,13526.0,1048408500.0,2789.0,386.0,1887.0,1673.0,516.0,1505.0
171.0,GUJARAT,Anand,22094.0,21749.0,144.0,22089.0,1.0,0.0,18393.0,89.0,3324.0,18457.0,25.0,18482.0,2710.0,18214.0,11.0,152.0,18061.0,1409681304.0,17575.0,1372783614.0,4826.0,690.0,3020.0,2683.0,1116.0,1233.0
172.0,GUJARAT,Arvalli,4856.0,4721.0,58.0,4853.0,0.0,2.0,4019.0,4.0,128.0,4023.0,0.0,4023.0,316.0,3956.0,0.0,55.0,3925.0,305330610.0,3808.0,296204610.0,760.0,182.0,344.0,308.0,234.0,498.0
173.0,GUJARAT,Banas Kantha,23850.0,23467.0,196.0,23838.0,1.0,9.0,18888.0,2.0,122.0,18890.0,0.0,18890.0,3470.0,18409.0,6.0,337.0,18181.0,1399447200.0,17420.0,1341259440.0,6622.0,1228.0,3980.0,3479.0,1414.0,544.0
174.0,GUJARAT,Bharuch,18615.0,18262.0,190.0,18614.0,0.0,1.0,15889.0,65.0,2026.0,15924.0,30.0,15954.0,1287.0,15717.0,16.0,88.0,15558.0,1211354940.0,15247.0,1188237780.0,2504.0,351.0,1509.0,1329.0,644.0,1260.0
175.0,GUJARAT,Bhavnagar,29691.0,29323.0,112.0,29679.0,4.0,3.0,24591.0,128.0,5296.0,24701.0,18.0,24719.0,3887.0,24160.0,3.0,392.0,23852.0,1826744040.0,23161.0,1779280170.0,6783.0,800.0,4549.0,4125.0,1434.0,1026.0
176.0,GUJARAT,Botad,6162.0,6115.0,24.0,6161.0,0.0,0.0,5746.0,2.0,56.0,5747.0,1.0,5748.0,152.0,5676.0,3.0,57.0,5650.0,439128510.0,5595.0,434838510.0,350.0,47.0,169.0,159.0,134.0,404.0
177.0,GUJARAT,Chhotaudepur,1036.0,932.0,26.0,1024.0,10.0,0.0,649.0,1.0,110.0,649.0,1.0,650.0,143.0,626.0,0.0,14.0,616.0,48155670.0,591.0,46205670.0,302.0,31.0,177.0,157.0,94.0,121.0
178.0,GUJARAT,Dahod,2849.0,2720.0,72.0,2837.0,3.0,1.0,1929.0,8.0,372.0,1935.0,2.0,1937.0,150.0,1860.0,1.0,40.0,1823.0,142516470.0,1769.0,137916510.0,429.0,102.0,187.0,154.0,140.0,218.0
179.0,GUJARAT,Dangs,175.0,138.0,12.0,173.0,0.0,0.0,115.0,0.0,0.0,115.0,0.0,115.0,13.0,114.0,1.0,0.0,111.0,8599230.0,109.0,8443230.0,20.0,5.0,13.0,12.0,2.0,40.0
180.0,GUJARAT,Devbhoomi Dwarka,1802.0,1754.0,9.0,1801.0,0.0,0.0,1540.0,2.0,1091.0,1542.0,0.0,1542.0,145.0,1520.0,1.0,17.0,1504.0,116893950.0,1471.0,114286350.0,242.0,22.0,171.0,164.0,49.0,256.0
181.0,GUJARAT,Gandhinagar,14265.0,13954.0,138.0,14261.0,0.0,3.0,11785.0,341.0,13063.0,12081.0,45.0,12126.0,664.0,11966.0,3.0,79.0,11830.0,932371290.0,11523.0,908055450.0,1425.0,245.0,746.0,664.0,434.0,1992.0
182.0,GUJARAT,Gir Somnath,8012.0,7904.0,79.0,8008.0,2.0,0.0,7033.0,3.0,26.0,7033.0,3.0,7036.0,1309.0,6926.0,5.0,90.0,6894.0,533748810.0,6681.0,517396230.0,1990.0,156.0,1456.0,1342.0,378.0,438.0
183.0,GUJARAT,Jamnagar,20771.0,20348.0,87.0,20767.0,0.0,1.0,18098.0,119.0,2348.0,18185.0,32.0,18217.0,1431.0,17769.0,10.0,344.0,17665.0,1375390440.0,17296.0,1346898360.0,2460.0,214.0,1630.0,1448.0,616.0,1047.0
184.0,GUJARAT,Junagadh,31440.0,31192.0,79.0,31437.0,1.0,0.0,26657.0,167.0,5751.0,26782.0,42.0,26824.0,6246.0,26066.0,10.0,627.0,25817.0,2014577970.0,24444.0,1907576130.0,9652.0,1003.0,7018.0,6374.0,1631.0,1122.0
185.0,GUJARAT,Kachchh,18256.0,17943.0,169.0,18239.0,3.0,4.0,15688.0,4.0,119.0,15683.0,9.0,15692.0,704.0,15214.0,7.0,252.0,15093.0,1169248872.0,14622.0,1133002122.0,1412.0,249.0,789.0,703.0,374.0,639.0
186.0,GUJARAT,Kheda,13914.0,13690.0,92.0,13912.0,1.0,1.0,11661.0,14.0,1008.0,11665.0,10.0,11675.0,1595.0,11448.0,11.0,141.0,11359.0,882658500.0,11008.0,855551340.0,2916.0,515.0,1733.0,1555.0,668.0,1540.0
187.0,GUJARAT,Mahesana,29843.0,29299.0,330.0,29836.0,0.0,6.0,25309.0,17.0,442.0,25322.0,4.0,25326.0,1749.0,24839.0,7.0,394.0,24668.0,1886200206.0,23540.0,1806069726.0,3115.0,586.0,1958.0,1720.0,571.0,922.0
188.0,GUJARAT,Mahisagar,2749.0,2703.0,22.0,2740.0,1.0,5.0,2126.0,0.0,0.0,2126.0,0.0,2126.0,186.0,2059.0,2.0,52.0,2032.0,158082810.0,1902.0,147950460.0,416.0,72.0,230.0,196.0,114.0,137.0
189.0,GUJARAT,Morbi,12185.0,12085.0,54.0,12179.0,0.0,2.0,11140.0,95.0,1803.0,11210.0,25.0,11235.0,331.0,11074.0,4.0,120.0,11020.0,865179930.0,10765.0,845056980.0,614.0,91.0,354.0,310.0,169.0,244.0
190.0,GUJARAT,Narmada,1533.0,1437.0,35.0,1533.0,0.0,0.0,1082.0,1.0,1.0,1083.0,0.0,1083.0,220.0,1049.0,3.0,24.0,1000.0,77388900.0,941.0,73034520.0,422.0,34.0,279.0,238.0,109.0,232.0
191.0,GUJARAT,Navsari,10413.0,10150.0,161.0,10406.0,0.0,3.0,9035.0,76.0,3276.0,9075.0,36.0,9111.0,1200.0,9006.0,0.0,34.0,8933.0,705007410.0,8645.0,682646460.0,1728.0,139.0,1304.0,1200.0,285.0,566.0
192.0,GUJARAT,Panch Mahals,6695.0,6533.0,76.0,6687.0,2.0,4.0,5394.0,2.0,37.0,5394.0,2.0,5396.0,676.0,5302.0,0.0,56.0,5239.0,407420550.0,5067.0,394239270.0,1223.0,139.0,794.0,710.0,290.0,458.0
193.0,GUJARAT,Patan,12232.0,11907.0,233.0,12231.0,0.0,0.0,9765.0,2.0,251.0,9766.0,1.0,9767.0,2363.0,9586.0,5.0,136.0,9460.0,736669008.0,9037.0,703860858.0,3926.0,548.0,2648.0,2387.0,730.0,255.0
194.0,GUJARAT,Porbandar,7502.0,7458.0,24.0,7501.0,0.0,0.0,6417.0,6.0,102.0,6420.0,3.0,6423.0,994.0,6290.0,3.0,98.0,6213.0,481568610.0,5948.0,461041770.0,1703.0,162.0,1106.0,993.0,435.0,386.0
195.0,GUJARAT,Rajkot,68310.0,67704.0,220.0,68278.0,1.0,22.0,60892.0,708.0,22754.0,61275.0,325.0,61600.0,2806.0,60234.0,16.0,878.0,59968.0,4774215702.0,58149.0,4628852622.0,5368.0,679.0,3168.0,2815.0,1521.0,2144.0
196.0,GUJARAT,Sabar Kantha,20231.0,19715.0,175.0,20228.0,0.0,3.0,17101.0,23.0,1064.0,17123.0,1.0,17124.0,895.0,16815.0,12.0,238.0,16686.0,1299782340.0,15934.0,1241175780.0,2109.0,562.0,1019.0,892.0,528.0,900.0
197.0,GUJARAT,Surat,80845.0,79190.0,789.0,80800.0,5.0,21.0,69979.0,1051.0,46561.0,70154.0,876.0,71030.0,2819.0,69911.0,9.0,572.0,69541.0,5476039860.0,67462.0,5311929270.0,5562.0,858.0,3114.0,2823.0,1590.0,3420.0
198.0,GUJARAT,Surendranagar,14184.0,13918.0,82.0,14184.0,0.0,0.0,12531.0,15.0,412.0,12540.0,6.0,12546.0,715.0,12246.0,8.0,231.0,12135.0,944304030.0,11665.0,907929510.0,1337.0,167.0,801.0,691.0,369.0,966.0
199.0,GUJARAT,Tapi,2479.0,2325.0,86.0,2478.0,0.0,0.0,1742.0,3.0,703.0,1739.0,6.0,1745.0,233.0,1702.0,1.0,25.0,1667.0,130107420.0,1610.0,125627820.0,442.0,90.0,251.0,238.0,101.0,115.0
200.0,GUJARAT,Vadodara,55822.0,54999.0,367.0,55787.0,3.0,16.0,45814.0,1286.0,45567.0,46857.0,243.0,47100.0,4705.0,46380.0,11.0,357.0,45901.0,3603621588.0,44680.0,3506783808.0,8614.0,858.0,5354.0,4858.0,2402.0,1148.0
