#,state,district,application_status,vendor_selected,vendor_selection_pending_gt_180_days,feasibility_approved,feasibility_rejected,feasibility_pending,residential_installation,rwa_installation,no_of_houses,upto_10_kw,above_10_kw,installation,installation_against_loan,inspection_approved,inspection_rejected,inspection_pending,total_redeem,total_redeem_amt,total_released,total_released_amt,applications_submitted_for_loan,applications_where_loan_sanction_is_pending,applications_in_which_loan_is_sanctioned,applications_where_loan_is_disbursed,applications_where_loan_is_rejected,active_vendor
305.0,KARNATAKA,TUMAKURU,4589.0,455.0,3747.0,4285.0,0.0,296.0,238.0,1.0,1.0,239.0,0.0,239.0,90.0,228.0,1.0,6.0,222.0,16733910.0,215.0,16232790.0,161.0,18.0,102.0,91.0,41.0,35.0
306.0,KARNATAKA,Udupi,1990.0,1589.0,361.0,1971.0,9.0,0.0,1221.0,0.0,0.0,1216.0,5.0,1221.0,384.0,1208.0,0.0,3.0,1182.0,90520650.0,1141.0,87333450.0,655.0,90.0,447.0,418.0,118.0,94.0
307.0,KARNATAKA,Uttara Kannada,3689.0,679.0,2952.0,3554.0,2.0,0.0,518.0,0.0,0.0,517.0,1.0,518.0,197.0,503.0,0.0,9.0,498.0,36432360.0,480.0,35037810.0,276.0,14.0,214.0,200.0,48.0,30.0
308.0,KARNATAKA,Vijayanagara,372.0,179.0,162.0,356.0,2.0,8.0,112.0,1.0,3.0,113.0,0.0,113.0,46.0,111.0,0.0,0.0,106.0,8035530.0,100.0,7570680.0,81.0,9.0,56.0,50.0,16.0,39.0
309.0,KARNATAKA,VIJAYAPURA,969.0,404.0,414.0,954.0,1.0,0.0,220.0,0.0,0.0,220.0,0.0,220.0,83.0,217.0,0.0,2.0,211.0,15983970.0,209.0,15833370.0,177.0,28.0,118.0,97.0,31.0,69.0
310.0,KARNATAKA,Yadgir,218.0,71.0,76.0,213.0,2.0,1.0,18.0,0.0,0.0,18.0,0.0,18.0,8.0,18.0,0.0,0.0,18.0,1383600.0,16.0,1227600.0,38.0,6.0,11.0,9.0,21.0,7.0
311.0,KERALA,Alappuzha,21944.0,20566.0,1270.0,21935.0,0.0,8.0,15724.0,1.0,1.0,15696.0,29.0,15725.0,7848.0,15154.0,2.0,493.0,14936.0,1163553792.0,14353.0,1118291652.0,11874.0,779.0,9236.0,8506.0,1859.0,1008.0
312.0,KERALA,Ernakulam,44248.0,41338.0,2608.0,44208.0,0.0,33.0,33602.0,33.0,1879.0,33492.0,143.0,33635.0,11410.0,32558.0,12.0,899.0,32126.0,2512935990.0,31622.0,2473009650.0,17264.0,899.0,13327.0,12296.0,3038.0,1350.0
313.0,KERALA,Idukki,3094.0,2782.0,284.0,3089.0,0.0,5.0,2080.0,0.0,0.0,2076.0,4.0,2080.0,974.0,1975.0,0.0,101.0,1950.0,151983120.0,1925.0,150033120.0,1472.0,97.0,1146.0,1055.0,229.0,200.0
314.0,KERALA,Kannur,18406.0,16997.0,1200.0,18390.0,0.0,14.0,13741.0,4.0,205.0,13705.0,40.0,13745.0,4730.0,13279.0,3.0,425.0,13116.0,1023687210.0,12875.0,1005052410.0,7297.0,501.0,5553.0,5071.0,1243.0,616.0
315.0,KERALA,Kasaragod,8560.0,7802.0,674.0,8551.0,0.0,8.0,6027.0,1.0,1.0,6007.0,21.0,6028.0,2500.0,5815.0,1.0,189.0,5757.0,448303170.0,5604.0,436394970.0,3879.0,232.0,2909.0,2658.0,738.0,358.0
316.0,KERALA,Kollam,20720.0,19527.0,1098.0,20704.0,1.0,14.0,15630.0,0.0,0.0,15585.0,45.0,15630.0,8308.0,14975.0,5.0,593.0,14810.0,1153621920.0,14408.0,1122363990.0,11549.0,514.0,9565.0,8822.0,1470.0,856.0
317.0,KERALA,Kottayam,15560.0,14277.0,1170.0,15549.0,0.0,10.0,11655.0,4.0,181.0,11613.0,46.0,11659.0,4547.0,11250.0,2.0,389.0,11143.0,868657020.0,10926.0,851944050.0,6556.0,394.0,5265.0,4834.0,897.0,922.0
318.0,KERALA,Kozhikode,18607.0,17473.0,1002.0,18600.0,0.0,7.0,13194.0,3.0,230.0,13150.0,47.0,13197.0,5238.0,12608.0,5.0,513.0,12469.0,972958200.0,12182.0,950319180.0,8746.0,714.0,6406.0,5718.0,1626.0,764.0
319.0,KERALA,Malappuram,21952.0,20383.0,1405.0,21934.0,0.0,16.0,15898.0,1.0,73.0,15869.0,30.0,15899.0,5748.0,15093.0,10.0,706.0,14914.0,1162395396.0,14580.0,1136528556.0,9122.0,642.0,6957.0,6282.0,1523.0,826.0
320.0,KERALA,Palakkad,16440.0,15061.0,1266.0,16419.0,1.0,15.0,11981.0,5.0,283.0,11954.0,32.0,11986.0,4742.0,11510.0,4.0,404.0,11385.0,888073080.0,11109.0,866720070.0,7170.0,433.0,5495.0,5040.0,1242.0,806.0
321.0,KERALA,Pathanamthitta,9174.0,8346.0,780.0,9162.0,0.0,10.0,6901.0,3.0,149.0,6888.0,16.0,6904.0,2322.0,6610.0,3.0,276.0,6543.0,511036980.0,6403.0,500161620.0,3324.0,184.0,2650.0,2418.0,490.0,778.0
322.0,KERALA,Thiruvananthapuram,27078.0,25212.0,1729.0,27044.0,0.0,33.0,19767.0,26.0,1662.0,19681.0,112.0,19793.0,8403.0,19071.0,6.0,615.0,18857.0,1476543900.0,18419.0,1441437870.0,12691.0,596.0,10056.0,9196.0,2039.0,892.0
323.0,KERALA,Thrissur,32069.0,29931.0,1931.0,32045.0,1.0,20.0,24675.0,12.0,423.0,24631.0,56.0,24687.0,8736.0,23777.0,6.0,792.0,23562.0,1837093560.0,23088.0,1799707590.0,12701.0,640.0,10044.0,9219.0,2017.0,1158.0
324.0,KERALA,Wayanad,1704.0,1514.0,171.0,1683.0,0.0,21.0,1021.0,0.0,0.0,1017.0,4.0,1021.0,519.0,934.0,0.0,82.0,924.0,71826690.0,907.0,70588050.0,912.0,83.0,669.0,607.0,160.0,115.0
325.0,LADAKH,Kargil,397.0,173.0,188.0,394.0,0.0,1.0,109.0,0.0,0.0,109.0,0.0,109.0,0.0,108.0,0.0,1.0,106.0,9094800.0,104.0,8923200.0,7.0,1.0,5.0,0.0,1.0,6.0
326.0,LADAKH,LEH LADAKH,1436.0,1379.0,43.0,1436.0,0.0,0.0,1260.0,0.0,0.0,1260.0,0.0,1260.0,29.0,1208.0,0.0,36.0,1194.0,102428964.0,1171.0,100455564.0,40.0,6.0,30.0,26.0,4.0,14.0
327.0,LAKSHADWEEP,Lakshadweep District,1234.0,1017.0,213.0,1234.0,0.0,0.0,819.0,0.0,0.0,819.0,0.0,819.0,283.0,785.0,0.0,32.0,779.0,66838200.0,775.0,66495000.0,415.0,60.0,314.0,273.0,41.0,6.0
328.0,MADHYA PRADESH,Agar Malwa,421.0,332.0,30.0,420.0,0.0,0.0,152.0,1.0,1.0,150.0,3.0,153.0,84.0,145.0,0.0,8.0,140.0,10885350.0,131.0,10183350.0,224.0,27.0,163.0,145.0,34.0,32.0
329.0,MADHYA PRADESH,Alirajpur,928.0,378.0,45.0,925.0,0.0,0.0,172.0,0.0,0.0,170.0,2.0,172.0,63.0,172.0,0.0,0.0,168.0,13097700.0,152.0,11849700.0,195.0,24.0,114.0,96.0,57.0,22.0
330.0,MADHYA PRADESH,Anuppur,187.0,146.0,20.0,186.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,82.0,27.0,77.0,0.0,2.0,77.0,5964060.0,71.0,5496060.0,73.0,16.0,41.0,34.0,16.0,42.0
331.0,MADHYA PRADESH,Ashoknagar,1062.0,1025.0,15.0,1056.0,0.0,0.0,630.0,0.0,0.0,630.0,0.0,630.0,331.0,610.0,0.0,19.0,604.0,46824720.0,585.0,45342720.0,654.0,82.0,452.0,415.0,120.0,38.0
332.0,MADHYA PRADESH,Balaghat,1183.0,1109.0,30.0,1181.0,0.0,0.0,715.0,0.0,0.0,714.0,1.0,715.0,293.0,703.0,0.0,5.0,693.0,53727390.0,667.0,51699390.0,577.0,63.0,393.0,294.0,121.0,27.0
333.0,MADHYA PRADESH,Barwani,2673.0,2560.0,37.0,2671.0,0.0,2.0,1753.0,0.0,0.0,1752.0,1.0,1753.0,1059.0,1734.0,0.0,9.0,1706.0,132863790.0,1668.0,129914910.0,1729.0,77.0,1311.0,1172.0,341.0,70.0
334.0,MADHYA PRADESH,Betul,1907.0,1798.0,49.0,1905.0,2.0,0.0,1340.0,1.0,111.0,1341.0,0.0,1341.0,581.0,1294.0,1.0,44.0,1279.0,99593700.0,1248.0,97177500.0,890.0,40.0,702.0,638.0,148.0,112.0
335.0,MADHYA PRADESH,Bhind,121.0,84.0,16.0,119.0,0.0,1.0,34.0,1.0,12.0,35.0,0.0,35.0,4.0,34.0,0.0,1.0,34.0,2615580.0,33.0,2556180.0,23.0,6.0,5.0,5.0,12.0,20.0
336.0,MADHYA PRADESH,Bhopal,20286.0,19980.0,165.0,20272.0,4.0,6.0,16470.0,24.0,1820.0,16433.0,61.0,16494.0,5720.0,16207.0,4.0,216.0,16043.0,1252496940.0,15684.0,1223988270.0,8437.0,519.0,6579.0,6065.0,1339.0,574.0
337.0,MADHYA PRADESH,Burhanpur,2003.0,783.0,28.0,1998.0,1.0,4.0,516.0,0.0,0.0,511.0,5.0,516.0,194.0,510.0,0.0,4.0,493.0,38406210.0,471.0,36690210.0,378.0,38.0,267.0,220.0,73.0,40.0
338.0,MADHYA PRADESH,Chhatarpur,1666.0,1557.0,68.0,1661.0,0.0,0.0,1181.0,0.0,0.0,1172.0,9.0,1181.0,290.0,1157.0,0.0,13.0,1142.0,89019750.0,1107.0,86289750.0,563.0,72.0,329.0,299.0,162.0,51.0
339.0,MADHYA PRADESH,Chhindwara,1876.0,1807.0,31.0,1876.0,0.0,0.0,1308.0,0.0,0.0,1298.0,10.0,1308.0,712.0,1268.0,1.0,33.0,1260.0,97466220.0,1209.0,93503520.0,1121.0,85.0,853.0,760.0,183.0,61.0
340.0,MADHYA PRADESH,Damoh,1695.0,1612.0,43.0,1693.0,0.0,0.0,1214.0,0.0,0.0,1213.0,1.0,1214.0,679.0,1198.0,0.0,10.0,1190.0,92053380.0,1149.0,88887330.0,1023.0,68.0,804.0,740.0,151.0,120.0
341.0,MADHYA PRADESH,Datia,336.0,295.0,19.0,335.0,0.0,0.0,221.0,0.0,0.0,220.0,1.0,221.0,49.0,209.0,0.0,10.0,206.0,16037130.0,205.0,15959130.0,89.0,10.0,62.0,54.0,17.0,33.0
342.0,MADHYA PRADESH,Dewas,4780.0,3858.0,80.0,4775.0,0.0,2.0,2850.0,0.0,0.0,2847.0,3.0,2850.0,1368.0,2788.0,0.0,56.0,2755.0,213229560.0,2669.0,206565210.0,2263.0,199.0,1662.0,1505.0,402.0,146.0
343.0,MADHYA PRADESH,Dhar,3863.0,3258.0,76.0,3848.0,0.0,13.0,1844.0,0.0,0.0,1841.0,3.0,1844.0,759.0,1792.0,0.0,41.0,1757.0,136541910.0,1679.0,130460160.0,1861.0,177.0,1225.0,1066.0,459.0,141.0
344.0,MADHYA PRADESH,Dindori,97.0,64.0,19.0,96.0,0.0,0.0,45.0,0.0,0.0,45.0,0.0,45.0,12.0,42.0,0.0,2.0,41.0,3109710.0,39.0,2953710.0,24.0,5.0,17.0,10.0,2.0,16.0
345.0,MADHYA PRADESH,Guna,1498.0,1419.0,37.0,1494.0,0.0,0.0,982.0,0.0,0.0,980.0,2.0,982.0,399.0,945.0,0.0,19.0,934.0,72737160.0,875.0,68152260.0,738.0,97.0,529.0,459.0,112.0,136.0
346.0,MADHYA PRADESH,Gwalior,6677.0,6493.0,84.0,6673.0,1.0,0.0,5159.0,1.0,1.0,5117.0,43.0,5160.0,1058.0,5079.0,2.0,52.0,5029.0,391546020.0,4936.0,384386940.0,1987.0,190.0,1302.0,1111.0,495.0,182.0
347.0,MADHYA PRADESH,Harda,1114.0,1060.0,14.0,1113.0,0.0,0.0,758.0,0.0,0.0,756.0,2.0,758.0,382.0,746.0,0.0,12.0,730.0,56897970.0,690.0,53777970.0,644.0,65.0,495.0,430.0,84.0,50.0
348.0,MADHYA PRADESH,Indore,31081.0,24231.0,432.0,31029.0,3.0,14.0,17533.0,26.0,1300.0,17443.0,116.0,17559.0,5451.0,17240.0,0.0,178.0,17015.0,1329095670.0,16640.0,1299891810.0,10556.0,840.0,7383.0,6592.0,2333.0,630.0
349.0,MADHYA PRADESH,Jabalpur,8751.0,8569.0,87.0,8749.0,1.0,0.0,6788.0,4.0,289.0,6767.0,25.0,6792.0,2745.0,6692.0,0.0,66.0,6626.0,512612880.0,6499.0,502796520.0,4206.0,267.0,3204.0,2868.0,735.0,167.0
350.0,MADHYA PRADESH,Jhabua,1641.0,673.0,21.0,1637.0,0.0,4.0,353.0,0.0,0.0,353.0,0.0,353.0,155.0,343.0,0.0,10.0,326.0,25389300.0,313.0,24378450.0,359.0,55.0,220.0,192.0,84.0,41.0
351.0,MADHYA PRADESH,Katni,1402.0,1334.0,34.0,1400.0,0.0,0.0,1015.0,0.0,0.0,1015.0,0.0,1015.0,407.0,1002.0,0.0,11.0,989.0,76501410.0,961.0,74322810.0,670.0,39.0,484.0,426.0,147.0,65.0
352.0,MADHYA PRADESH,Khandwa (East Nimar),1400.0,951.0,50.0,1381.0,0.0,2.0,519.0,0.0,0.0,518.0,1.0,519.0,167.0,494.0,1.0,22.0,475.0,36905550.0,451.0,35033550.0,473.0,89.0,265.0,219.0,119.0,64.0
353.0,MADHYA PRADESH,Khargone (West Nimar),5000.0,3204.0,144.0,4995.0,0.0,2.0,2200.0,0.0,0.0,2194.0,6.0,2200.0,854.0,2172.0,0.0,20.0,2149.0,166810380.0,2070.0,160648380.0,1685.0,178.0,1131.0,984.0,376.0,95.0
354.0,MADHYA PRADESH,Maihar,80.0,72.0,7.0,80.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,64.0,15.0,63.0,0.0,0.0,63.0,4912200.0,63.0,4912200.0,27.0,0.0,17.0,14.0,10.0,10.0
355.0,MADHYA PRADESH,Mandla,383.0,337.0,26.0,380.0,0.0,0.0,215.0,0.0,0.0,215.0,0.0,215.0,91.0,207.0,0.0,5.0,201.0,15503400.0,194.0,14960100.0,166.0,20.0,112.0,94.0,34.0,38.0
356.0,MADHYA PRADESH,Mandsaur,4190.0,3829.0,72.0,4180.0,2.0,0.0,2000.0,1.0,15.0,1996.0,5.0,2001.0,1097.0,1953.0,0.0,22.0,1904.0,148301202.0,1823.0,141983202.0,2514.0,419.0,1699.0,1453.0,396.0,65.0
357.0,MADHYA PRADESH,MAUGANJ,15.0,5.0,5.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,78000.0,1.0,78000.0,2.0,0.0,0.0,0.0,2.0,1.0
358.0,MADHYA PRADESH,Morena,258.0,193.0,37.0,251.0,1.0,1.0,112.0,0.0,0.0,112.0,0.0,112.0,14.0,101.0,0.0,10.0,96.0,7479450.0,91.0,7089450.0,52.0,16.0,19.0,17.0,17.0,31.0
359.0,MADHYA PRADESH,Narmadapuram,2701.0,2652.0,24.0,2700.0,1.0,0.0,1905.0,1.0,1.0,1904.0,2.0,1906.0,877.0,1855.0,0.0,39.0,1818.0,141627690.0,1734.0,135075690.0,1475.0,115.0,1113.0,981.0,247.0,333.0
360.0,MADHYA PRADESH,Narsimhapur,1052.0,987.0,33.0,1051.0,0.0,0.0,802.0,0.0,0.0,801.0,1.0,802.0,202.0,786.0,0.0,11.0,780.0,60452010.0,767.0,59438010.0,343.0,45.0,224.0,198.0,74.0,43.0
361.0,MADHYA PRADESH,Neemuch,3496.0,2847.0,68.0,3494.0,1.0,1.0,1655.0,0.0,0.0,1655.0,0.0,1655.0,913.0,1635.0,0.0,15.0,1582.0,123099870.0,1480.0,115143870.0,1788.0,184.0,1396.0,1235.0,208.0,48.0
362.0,MADHYA PRADESH,Niwari,72.0,46.0,19.0,72.0,0.0,0.0,32.0,0.0,0.0,31.0,1.0,32.0,12.0,29.0,1.0,2.0,29.0,2262000.0,29.0,2262000.0,19.0,0.0,12.0,11.0,7.0,9.0
363.0,MADHYA PRADESH,Pandhurna,36.0,31.0,1.0,36.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,19.0,13.0,19.0,0.0,0.0,19.0,1442580.0,19.0,1442580.0,21.0,0.0,17.0,11.0,4.0,6.0
364.0,MADHYA PRADESH,Panna,544.0,478.0,27.0,543.0,0.0,0.0,303.0,0.0,0.0,303.0,0.0,303.0,201.0,290.0,0.0,8.0,277.0,21492510.0,260.0,20179560.0,315.0,26.0,233.0,213.0,56.0,36.0
365.0,MADHYA PRADESH,Raisen,1238.0,1179.0,32.0,1237.0,0.0,0.0,730.0,1.0,1.0,730.0,1.0,731.0,407.0,672.0,1.0,53.0,653.0,50819280.0,627.0,48815280.0,788.0,107.0,534.0,464.0,147.0,123.0
366.0,MADHYA PRADESH,Rajgarh,703.0,624.0,33.0,703.0,0.0,0.0,363.0,0.0,0.0,361.0,2.0,363.0,164.0,345.0,0.0,14.0,336.0,26142210.0,314.0,24426210.0,333.0,62.0,224.0,198.0,47.0,120.0
367.0,MADHYA PRADESH,Ratlam,5993.0,5844.0,68.0,5990.0,0.0,2.0,3159.0,0.0,0.0,3156.0,3.0,3159.0,2172.0,3098.0,0.0,30.0,2977.0,232029150.0,2825.0,220173150.0,4346.0,296.0,3323.0,3056.0,727.0,88.0
368.0,MADHYA PRADESH,Rewa,2750.0,2564.0,94.0,2746.0,0.0,0.0,1844.0,0.0,0.0,1840.0,4.0,1844.0,545.0,1800.0,0.0,33.0,1781.0,137875530.0,1728.0,133760790.0,1103.0,92.0,756.0,666.0,255.0,76.0
369.0,MADHYA PRADESH,Sagar,3099.0,2873.0,129.0,3085.0,0.0,1.0,2057.0,0.0,0.0,2053.0,4.0,2057.0,693.0,2004.0,0.0,34.0,1977.0,152097720.0,1913.0,147136770.0,1295.0,164.0,845.0,749.0,286.0,166.0
370.0,MADHYA PRADESH,Satna,1841.0,1677.0,66.0,1839.0,0.0,0.0,1212.0,0.0,0.0,1209.0,3.0,1212.0,253.0,1177.0,1.0,21.0,1164.0,90357840.0,1128.0,87555420.0,570.0,71.0,366.0,306.0,133.0,70.0
371.0,MADHYA PRADESH,Sehore,2208.0,2096.0,38.0,2208.0,0.0,0.0,1409.0,0.0,0.0,1405.0,4.0,1409.0,468.0,1356.0,0.0,46.0,1341.0,104270490.0,1284.0,99837990.0,984.0,116.0,651.0,558.0,217.0,131.0
372.0,MADHYA PRADESH,Seoni,690.0,619.0,35.0,690.0,0.0,0.0,405.0,0.0,0.0,400.0,5.0,405.0,169.0,398.0,0.0,7.0,391.0,30214920.0,379.0,29280720.0,317.0,38.0,213.0,161.0,66.0,94.0
373.0,MADHYA PRADESH,Shahdol,802.0,737.0,32.0,801.0,0.0,0.0,489.0,0.0,0.0,487.0,2.0,489.0,206.0,481.0,0.0,8.0,473.0,36722820.0,455.0,35327820.0,387.0,57.0,262.0,229.0,68.0,38.0
374.0,MADHYA PRADESH,Shajapur,928.0,825.0,45.0,927.0,0.0,1.0,541.0,0.0,0.0,540.0,1.0,541.0,294.0,520.0,0.0,19.0,515.0,40053750.0,496.0,38649750.0,515.0,27.0,402.0,373.0,86.0,56.0
375.0,MADHYA PRADESH,Sheopur,301.0,275.0,8.0,300.0,0.0,0.0,184.0,0.0,0.0,184.0,0.0,184.0,90.0,163.0,0.0,20.0,161.0,12558000.0,151.0,11778000.0,147.0,14.0,108.0,82.0,25.0,14.0
376.0,MADHYA PRADESH,Shivpuri,1024.0,938.0,29.0,1021.0,1.0,2.0,600.0,0.0,0.0,598.0,2.0,600.0,180.0,570.0,0.0,26.0,558.0,43442280.0,535.0,41648280.0,382.0,60.0,248.0,209.0,74.0,58.0
377.0,MADHYA PRADESH,Sidhi,285.0,221.0,32.0,282.0,2.0,0.0,142.0,0.0,0.0,142.0,0.0,142.0,14.0,135.0,0.0,1.0,132.0,10189890.0,131.0,10111890.0,58.0,7.0,28.0,19.0,23.0,27.0
378.0,MADHYA PRADESH,Singrauli,759.0,700.0,34.0,757.0,0.0,0.0,532.0,0.0,0.0,530.0,2.0,532.0,55.0,523.0,0.0,6.0,516.0,40056600.0,508.0,39516450.0,170.0,28.0,75.0,59.0,67.0,20.0
379.0,MADHYA PRADESH,Tikamgarh,1091.0,1021.0,40.0,1091.0,0.0,0.0,716.0,1.0,1.0,716.0,1.0,717.0,341.0,696.0,0.0,19.0,687.0,53533080.0,661.0,51505080.0,564.0,51.0,404.0,350.0,109.0,45.0
380.0,MADHYA PRADESH,Ujjain,6792.0,5438.0,97.0,6780.0,2.0,1.0,3543.0,0.0,0.0,3536.0,7.0,3543.0,1611.0,3478.0,0.0,53.0,3435.0,267502230.0,3327.0,259084980.0,3078.0,309.0,2246.0,1954.0,523.0,296.0
381.0,MADHYA PRADESH,Umaria,182.0,135.0,22.0,180.0,0.0,0.0,70.0,0.0,0.0,70.0,0.0,70.0,30.0,65.0,0.0,1.0,65.0,5030580.0,64.0,4952580.0,64.0,18.0,37.0,31.0,9.0,34.0
382.0,MADHYA PRADESH,Vidisha,3803.0,3722.0,39.0,3800.0,0.0,0.0,2592.0,1.0,10.0,2591.0,2.0,2593.0,1425.0,2480.0,0.0,88.0,2444.0,190322670.0,2345.0,182621550.0,2447.0,332.0,1729.0,1555.0,386.0,315.0
383.0,MAHARASHTRA,Ahilyanagar,24075.0,22347.0,810.0,23993.0,3.0,67.0,16021.0,25.0,524.0,16020.0,26.0,16046.0,6020.0,15440.0,1.0,582.0,15168.0,1172929860.0,14655.0,1133217750.0,10757.0,1262.0,7405.0,6312.0,2090.0,1209.0
384.0,MAHARASHTRA,Akola,17407.0,16830.0,190.0,17379.0,2.0,22.0,11797.0,5.0,50.0,11780.0,22.0,11802.0,3774.0,11242.0,1.0,508.0,11023.0,857742690.0,10634.0,827545800.0,7355.0,650.0,4802.0,3941.0,1903.0,337.0
385.0,MAHARASHTRA,Amravati,37653.0,36761.0,350.0,37611.0,2.0,38.0,26141.0,25.0,1208.0,26133.0,33.0,26166.0,11545.0,25192.0,4.0,794.0,24698.0,1920891402.0,23738.0,1846082142.0,20442.0,1748.0,14518.0,12274.0,4176.0,938.0
386.0,MAHARASHTRA,BEED,9276.0,8507.0,388.0,9227.0,1.0,45.0,6044.0,2.0,25.0,6039.0,7.0,6046.0,2026.0,5787.0,0.0,208.0,5632.0,438726930.0,5340.0,415982130.0,3822.0,522.0,2446.0,2190.0,854.0,798.0
387.0,MAHARASHTRA,Bhandara,11669.0,11314.0,163.0,11655.0,1.0,9.0,8269.0,2.0,13.0,8265.0,6.0,8271.0,3406.0,7857.0,4.0,392.0,7675.0,594344580.0,7374.0,570910050.0,5894.0,650.0,4178.0,3651.0,1066.0,309.0
388.0,MAHARASHTRA,BULDHANA,21404.0,20323.0,427.0,21361.0,1.0,31.0,14123.0,3.0,293.0,14113.0,13.0,14126.0,6325.0,13716.0,2.0,333.0,13519.0,1049887410.0,13101.0,1017668490.0,11388.0,814.0,7602.0,6701.0,2972.0,1215.0
389.0,MAHARASHTRA,Chandrapur,17207.0,16666.0,228.0,17184.0,0.0,16.0,11349.0,1.0,1.0,11329.0,21.0,11350.0,4047.0,10820.0,2.0,450.0,10577.0,812237640.0,10182.0,782078100.0,7971.0,849.0,5613.0,4730.0,1509.0,356.0
390.0,MAHARASHTRA,Chhatrapati Sambhajinagar,43833.0,42428.0,646.0,43742.0,5.0,70.0,30103.0,72.0,2900.0,30120.0,55.0,30175.0,12135.0,28997.0,5.0,1089.0,28547.0,2218413120.0,27478.0,2135083230.0,22188.0,2022.0,14963.0,13097.0,5203.0,1662.0
391.0,MAHARASHTRA,Dharashiv,4845.0,4323.0,258.0,4811.0,0.0,32.0,2931.0,1.0,64.0,2925.0,7.0,2932.0,908.0,2786.0,2.0,128.0,2756.0,214496580.0,2657.0,206815710.0,1832.0,201.0,1122.0,946.0,509.0,340.0
392.0,MAHARASHTRA,Dhule,17275.0,16503.0,323.0,17240.0,0.0,32.0,13043.0,5.0,168.0,13037.0,11.0,13048.0,3308.0,12709.0,1.0,311.0,12565.0,978067230.0,12254.0,953950590.0,5958.0,577.0,4022.0,3571.0,1359.0,560.0
393.0,MAHARASHTRA,Gadchiroli,4064.0,3788.0,113.0,4042.0,2.0,17.0,2447.0,0.0,0.0,2445.0,2.0,2447.0,708.0,2274.0,0.0,152.0,2220.0,171371220.0,2131.0,164537220.0,1467.0,141.0,1006.0,759.0,320.0,380.0
394.0,MAHARASHTRA,GONDIA,9041.0,8451.0,344.0,9018.0,2.0,18.0,5791.0,0.0,0.0,5765.0,26.0,5791.0,2136.0,5377.0,3.0,371.0,5174.0,401583060.0,4935.0,383060010.0,4158.0,435.0,2817.0,2445.0,906.0,690.0
395.0,MAHARASHTRA,Hingoli,3951.0,3604.0,186.0,3931.0,2.0,10.0,2613.0,1.0,1.0,2613.0,1.0,2614.0,1394.0,2572.0,1.0,32.0,2473.0,192411060.0,2395.0,186507060.0,2212.0,147.0,1589.0,1480.0,476.0,332.0
396.0,MAHARASHTRA,Jalgaon,40971.0,39431.0,635.0,40918.0,0.0,49.0,31019.0,13.0,1018.0,31015.0,17.0,31032.0,8084.0,29856.0,10.0,1014.0,29535.0,2296083330.0,28205.0,2192501550.0,14155.0,1696.0,10033.0,8915.0,2426.0,954.0
397.0,MAHARASHTRA,Jalna,12012.0,11124.0,507.0,11964.0,0.0,44.0,7436.0,2.0,11443.0,7428.0,10.0,7438.0,4344.0,7182.0,0.0,233.0,7021.0,546593850.0,6481.0,504610500.0,7533.0,508.0,5291.0,4768.0,1734.0,1132.0
398.0,MAHARASHTRA,Kolhapur,25365.0,24276.0,509.0,25320.0,0.0,40.0,18877.0,49.0,1486.0,18891.0,35.0,18926.0,4926.0,18440.0,9.0,430.0,18177.0,1393031724.0,17100.0,1310221734.0,8675.0,952.0,5776.0,4737.0,1947.0,844.0
399.0,MAHARASHTRA,Latur,16616.0,15777.0,376.0,16562.0,4.0,41.0,10582.0,17.0,1474.0,10557.0,42.0,10599.0,3115.0,10297.0,6.0,268.0,10120.0,787632630.0,9360.0,728654730.0,6948.0,526.0,4161.0,3687.0,2261.0,780.0
400.0,MAHARASHTRA,Mumbai,241.0,159.0,56.0,204.0,3.0,2.0,55.0,72.0,5632.0,65.0,62.0,127.0,0.0,119.0,0.0,3.0,108.0,40621950.0,101.0,39396480.0,4.0,0.0,2.0,0.0,2.0,212.0
401.0,MAHARASHTRA,Mumbai Suburban,758.0,509.0,119.0,721.0,5.0,9.0,161.0,224.0,17153.0,167.0,218.0,385.0,4.0,363.0,1.0,11.0,353.0,146873040.0,314.0,128732610.0,26.0,6.0,9.0,6.0,11.0,261.0
402.0,MAHARASHTRA,Nagpur,88092.0,85078.0,1419.0,88006.0,2.0,73.0,65117.0,268.0,7827.0,65167.0,218.0,65385.0,16720.0,63138.0,27.0,2061.0,61773.0,4812256968.0,58851.0,4585557708.0,31758.0,3289.0,20745.0,18042.0,7724.0,1610.0
403.0,MAHARASHTRA,Nanded,12234.0,11225.0,513.0,12149.0,0.0,71.0,7653.0,3.0,53.0,7604.0,52.0,7656.0,2360.0,7394.0,2.0,244.0,7190.0,559379280.0,6611.0,514400460.0,5154.0,519.0,3139.0,2833.0,1496.0,528.0
404.0,MAHARASHTRA,Nandurbar,8395.0,7272.0,193.0,8371.0,0.0,22.0,5806.0,1.0,404.0,5806.0,1.0,5807.0,1249.0,5673.0,0.0,96.0,5600.0,435750180.0,5183.0,403346160.0,2235.0,211.0,1556.0,1390.0,468.0,182.0
